,artist,track,Week,Ranking
622,"Sheist, Shade",Where I Wanna Be,2,95
623,De La Soul,All Good?,2,96
624,"Larrieux, Amel",Get Up,2,97
625,"Braxton, Toni",Spanish Guitar,2,98
626,Tuesday,I Know,2,98
627,LL Cool J,Imagine That,2,98
628,Master P,Souljas,2,101
629,Ghostface Killah,Cherchez LaGhost,2,101
630,"Smith, Will",Freakin' It,2,99
631,Zombie Nation,Kernkraft 400,2,99
632,"Eastsidaz, The",Got Beef,2,99
633,Fragma,Toca's Miracle,2,101
634,Destiny's Child,Independent Women Part I,3,49
635,Santana,"Maria, Maria",3,6
636,Savage Garden,I Knew I Loved You,3,43
637,Madonna,Music,3,18
638,"Aguilera, Christina",Come On Over Baby (All I Want Is You),3,45
639,Janet,Doesn't Really Matter,3,43
640,Destiny's Child,Say My Name,3,44
641,"Iglesias, Enrique",Be With You,3,34
642,Sisqo,Incomplete,3,61
643,Lonestar,Amazed,3,44
644,N'Sync,It's Gonna Be Me,3,51
645,"Aguilera, Christina",What A Girl Wants,3,28
646,Vertical Horizon,Everything You Want,3,53
647,Creed,With Arms Wide Open,3,76
648,Aaliyah,Try Again,3,38
649,matchbox twenty,Bent,3,29
650,"Carey, Mariah",Thank God I Found You,3,50
651,"Hill, Faith",Breathe,3,62
652,Mya,Case Of The Ex (Whatcha Gonna Do),3,52
653,Dream,He Loves U Not,3,81
654,"Braxton, Toni",He Wasn't Man Enough,3,48
655,"Anthony, Marc",You Sang To Me,3,50
656,98¡,Give Me Just One Night (Una Noche),3,34
657,Destiny's Child,Jumpin' Jumpin',3,65
658,3 Doors Down,Kryptonite,3,68
659,Sisqo,Thong Song,3,35
660,"Aguilera, Christina",I Turn To You,3,30
661,"Houston, Whitney",My Love Is Your Love,3,44
662,Joe,I Wanna Know,3,69
663,"Jordan, Montell",Get It On.. Tonite,3,72
664,N'Sync,Bye Bye Bye,3,19
665,Eminem,The Real Slim Shady,3,20
666,Pink,Most Girls,3,52
667,"Mumba, Samantha",Gotta Tell You,3,65
668,Blaque,Bring It All To Me,3,50
669,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3,13
670,"Gray, Macy",I Try,3,47
671,N'Sync,This I Promise You,3,19
672,Ruff Endz,No More,3,19
673,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3,55
674,Nine Days,Absolutely (Story Of A Girl),3,59
675,"Dion, Celine",That's The Way It Is,3,65
676,Blink-182,All The Small Things,3,69
677,Eiffel 65,Blue (Da Ba Dee),3,16
678,"Badu, Erkyah",Bag Lady,3,42
679,Pink,There U Go,3,12
680,Creed,Higher,3,73
681,Nelly,(Hot S**t) Country Grammar,3,96
682,Next,Wifey,3,46
683,Kenny G,Auld Lang Syne (The Millenium Mix),3,7
684,Sonique,It Feels So Good,3,30
685,"Spears, Britney",Oops!.. I Did It Again,3,26
686,"Backstreet Boys, The",Shape Of My Heart,3,24
687,Everclear,Wonderful,3,53
688,Ja Rule,Between Me And You,3,61
689,"Rimes, LeAnn",I Need You,3,67
690,Smash Mouth,Then The Morning Comes,3,56
691,Jay-Z,I Just Wanna Love U (Give It 2 Me),3,35
692,Jagged Edge,Let's Get Married,3,55
693,Filter,Take A Picture,3,64
694,"Martin, Ricky",She Bangs,3,21
695,Mystikal,Shake Ya Ass,3,65
696,BBMak,Back Here,3,60
697,"Spears, Britney",From The Bottom Of My Broken Heart,3,52
698,Third Eye Blind,Never Let You Go,3,25
699,Red Hot Chili Peppers,Otherside,3,65
700,Profyle,Liar,3,25
701,Barenaked Ladies,Pinch Me,3,69
702,Jagged Edge,He Can't Love U,3,17
703,504 Boyz,Wobble Wobble,3,25
704,Sting,Desert Rose,3,72
705,Jay-Z,Big Pimpin',3,39
706,Kid Rock,Only God Knows Why,3,46
707,Foo Fighters,Learn To Fly,3,68
708,"Dixie Chicks, The",Goodbye Earl,3,24
709,Guy,Dancin',3,19
710,Lil Bow Wow,Bounce With Me,3,24
711,Westlife,Swear It Again,3,66
712,Train,Meet Virginia,3,59
713,"Thomas, Carl",I Wish,3,48
714,Hanson,This Time Around,3,20
715,"Simpson, Jessica",I Think I'm In Love With You,3,44
716,Ludacris,What's Your Fantasy,3,63
717,Lil' Zane,Callin' Me,3,57
718,M2M,Don't Say You Love Me,3,62
719,SoulDecision,Faded,3,81
720,"Brock, Chad",Yes!,3,66
721,"Martin, Ricky",Shake Your Bon-Bon,3,52
722,Vertical Horizon,You're A God,3,43
723,Avant,Separated,3,30
724,"Rimes, LeAnn",Big Deal,3,51
725,IMx,Stay The Night,3,45
726,Dr. Dre,The Next Episode,3,58
727,"Spears, Britney",Lucky,3,28
728,Savage Garden,Crash And Burn,3,51
729,Kandi,Don't Think I'm Not,3,66
730,Sammie,I Like It,3,58
731,Goo Goo Dolls,Broadway,3,53
732,"Moore, Mandy",I Wanna Be With You,3,54
733,Dr. Dre,Forgot About Dre,3,47
734,D'Angelo,Untitled (How Does It Feel),3,35
735,"Messina, Jo Dee",That's The Way,3,63
736,Avant,My First Love,3,56
737,Son By Four,A Puro Dolor (Purest Of Pain),3,80
738,Da Brat,What'Chu Like,3,54
739,DMX,Party Up (Up In Here),3,62
740,"Dixie Chicks, The",Cowboy Take Me Away,3,70
741,"McGraw, Tim",My Next Thirty Years,3,56
742,"Tritt, Travis",Best Of Intentions,3,79
743,Alice Deejay,Better Off Alone,3,53
744,Hoku,Another Dumb Blonde,3,49
745,"Houston, Whitney",I Learned From The Best,3,83
746,Counting Crows,Hanginaround,3,66
747,Mary Mary,Shackles (Praise You),3,72
748,"Carey, Mariah",Crybaby,3,48
749,"McGraw, Tim",My Best Friend,3,71
750,Sugar Ray,Falls Apart,3,54
751,Madonna,American Pie,3,29
752,"Jones, Donell",Where I Wanna Be,3,65
753,"Paisley, Brad",We Danced,3,52
754,Lonestar,What About Now,3,66
755,"Backstreet Boys, The",The One,3,43
756,"Keith, Toby",How Do You Like Me Now?!,3,59
757,"Strait, George",The Best Day,3,54
758,"Dixie Chicks, The",Without You,3,63
759,Musiq,Just Friends (Sunny),3,65
760,"McEntire, Reba",What Do You Say,3,71
761,"Braxton, Toni",Just Be A Man About It,3,51
762,"Iglesias, Enrique",Rhythm Divine,3,79
763,"Fabian, Lara",I Will Love Again,3,75
764,Bon Jovi,It's My Life,3,51
765,"Evans, Sara",Born To Fly,3,64
766,"Chesney, Kenny",I Lost It,3,61
767,J-Shin,One Night Stand,3,69
768,Eve,Love Is Blind,3,57
769,Aaliyah,I Don't Wanna,3,51
770,"Montgomery, John Michael",The Little Girl,3,64
771,"Carter, Aaron",Aaron's Party (Come Get It),3,57
772,"Vassar, Phil",Just Another Day In Paradise,3,76
773,Ice Cube,You Can Do It,3,50
774,"Wills, Mark",Back At One,3,51
775,Lucy Pearl,Dance Tonight,3,63
776,"Jackson, Alan",It Must Be Love,3,68
777,"Griggs, Andy",She's More,3,69
778,No Doubt,Simple Kind Of Life,3,39
779,"Jean, Wyclef",911,3,64
780,Rascal Flatts,Prayin' For Daylight,3,72
781,Vitamin C,Graduation (Friends Forever),3,54
782,"Gilman, Billy",One Voice,3,82
783,Lonestar,Smile,3,80
784,"Rogers, Kenny",Buy Me A Rose,3,65
785,"Lawrence, Tracy",Lessons Learned,3,61
786,"Strait, George",Go On,3,63
787,Sisqo,Got To Get It,3,73
788,Baha Men,Who Let The Dogs Out,3,85
789,"Walker, Clay",The Chain Of Love,3,57
790,"McBride, Martina",Love's The Only House,3,65
791,Amber,Sexual (Li Da Di),3,96
792,"Tippin, Aaron",Kiss This,3,66
793,SheDaisy,I Will.. But,3,70
794,"Raye, Collin",Couldn't Last A Moment,3,75
795,Black Rob,Whoa!,3,53
796,"Jackson, Alan",Pop A Top,3,70
797,"Black, Clint",Been There,3,62
798,Common,The Light,3,53
799,"Vassar, Phil",Carlene,3,64
800,"Jackson, Alan",www.memory,3,59
801,Vitamin C,The Itch,3,45
802,"Eastsidaz, The",G'D Up,3,89
803,Ideal,Whatever,3,67
804,"Thomas, Carl",Emotional,3,61
805,Ginuwine,None Of Ur Friends Business,3,71
806,"Davidson, Clay",Unconditional,3,97
807,DMX,What You Want,3,95
808,"John, Elton",Someday Out Of The Blue,3,49
809,Pearl Jam,Nothing As It Seems,3,84
810,Mya,The Best Of Me,3,65
811,"Heatherly, Eric",Flowers On The Wall,3,88
812,Eminem,Stan,3,57
813,"McEntire, Reba",I'll Be,3,79
814,"Lopez, Jennifer",Feelin' Good,3,66
815,"Urban, Keith",Your Everything,3,73
816,TLC,Dear Lie,3,52
817,"Gill, Vince",Feels Like Love,3,74
818,"Houston, Whitney",Could I Have This Kiss Forever,3,68
819,Bloodhound Gang,The Bad Touch,3,55
820,"Williams, Robbie",Angels,3,69
821,"Messina, Jo Dee",Because You Love Me,3,71
822,"Keith, Toby",Country Comes To Town,3,75
823,Beenie Man,Girls Dem Sugar,3,63
824,"Hill, Faith",Let's Make Love,3,73
825,Kelis,Caught Out There,3,67
826,Jay-Z,Anything,3,55
827,3 Doors Down,Loser,3,72
828,Brooks & Dunn,You'll Always Be Loved By Me,3,85
829,"Chesney, Kenny",What I Need To Do,3,68
830,"Stone, Angie",No More Rain (In This Cloud),3,74
831,Da Brat,That's What I'm Looking For,3,60
832,SheDaisy,This Woman Needs,3,70
833,Papa Roach,Last Resort,3,69
834,"Adams, Yolanda",Open My Heart,3,74
835,Shyne,Bad Boyz,3,90
836,R.E.M.,The Great Beyond,3,70
837,"Diffie, Joe",It's Always Somethin',3,67
838,"McGraw, Tim",Some Things Never Change,3,66
839,"Henley, Don",Taking You Home,3,74
840,Eminem,The Way I Am,3,59
841,Nas,You Owe Me,3,68
842,Sister Hazel,Change Your Mind,3,66
843,Puff Daddy,Best Friend,3,62
844,"McBride, Martina",There You Are,3,75
845,Usher,Pop Ya Collar,3,60
846,Lil' Kim,No Matter What They Say,3,67
847,LFO,I Don't Wanna Kiss You Goodnight,3,68
848,SheDaisy,Deck The Halls,3,101
849,Splender,I Think God Can Explain,3,62
850,"Simpson, Jessica",Where You Are,3,62
851,M2M,Mirror Mirror,3,94
852,Kumbia Kings,U Don't Love Me,3,62
853,Joe,Treat Her Like A Lady,3,63
854,"Blige, Mary J.",Deep Inside,3,80
855,"Price, Kelly",You Should've Told Me,3,91
856,Changing Faces,That Other Woman,3,66
857,"Wright, Chely",It Was,3,75
858,Limp Bizkit,Rollin',3,72
859,Hot Boys,I Need A Hot Girl,3,71
860,Jay-Z,Do It Again (Put Ya Hands Up),3,65
861,"Adkins, Trace",More,3,75
862,"Dixie Chicks, The",Cold Day In July,3,76
863,"Price, Kelly",As We Lay,3,69
864,DMX,What's My Name,3,69
865,"Martin, Ricky",Private Emotion,3,71
866,Nine Days,If I Am,3,81
867,"Blige, Mary J.",Give Me You,3,77
868,Red Hot Chili Peppers,Californication,3,72
869,Third Eye Blind,Deep Inside Of You,3,70
870,"Brooks, Garth",Do What You Gotta Do,3,72
871,"Offspring, The",Original Prankster,3,70
872,"Anthony, Marc",My Baby You,3,76
873,"Houston, Whitney","Same Script, Different Cast",3,71
874,D'Angelo,Left & Right,3,75
875,"Kravitz, Lenny",I Belong To You,3,71
876,"Loveless, Patty",That's The Kind Of Mood I'm In,3,93
877,Q-Tip,Breathe And Stop,3,81
878,"Rimes, LeAnn",Can't Fight The Moonlight,3,79
879,Lil Wayne,Tha Block Is Hot,3,92
880,2 Pac,Baby Don't Cry (Keep Ya Head Up II),3,72
881,"Wallflowers, The",Sleepwalker,3,74
882,Drama,"Left, Right, Left",3,89
883,Limp Bizkit,N 2 Gether Now,3,85
884,Lox,"Ryde or Die, Chick",3,80
885,Ying Yang Twins,Whistle While You Twurk,3,91
886,"Walker, Clay","Live, Laugh, Love",3,94
887,Metallica,No Leaf Clover (Live),3,78
888,Yankee Grey,Another Nine Minutes,3,77
889,"Bega, Lou",Tricky Tricky ,3,87
890,Big Punisher,It's So Hard,3,75
891,"Worley, Darryl",When You Need My Love,3,93
892,Lil' Kim,How Many Licks?,3,77
893,"Clark, Terri",A Little Gasoline,3,88
894,"Brock, Chad",A Country Boy Can Survive,3,92
895,"Cagle, Chris",My Love Goes On And On,3,94
896,"Byrd, Tracy",Put Your Hand In Mine,3,76
897,Metallica,I Disappear,3,88
898,Jay-Z,Hey Papi,3,98
899,Fatboy Slim,The Rockafeller Skank,3,94
900,"Levert, Gerald",Mr. Too Damn Good,3,83
901,"McKnight, Brian",Stay Or Let It Go,3,82
902,"Allan, Gary",Smoke Rings In The Dark,3,76
903,Ginuwine,The Best Man I Can Be,3,83
904,Before Dark,Monica,3,80
905,"Estefan, Gloria",No Me Dejes De Querer,3,101
906,Stone Temple Pilots,Sour Girl,3,79
907,Montgomery Gentry,Daddy Won't Sell The Farm,3,81
908,"Cyrus, Billy Ray",You Won't Be Lonely Now,3,97
909,Clark Family Experience,Meanwhile Back At The Ranch,3,81
910,"Thomas, Carl",Summer Rain,3,86
911,"Yearwood, Trisha",Real Live Woman,3,83
912,Trick Daddy,Shut Up,3,87
913,"Moore, Chante",Straight Up,3,97
914,Cam'ron,What Means The World To You,3,96
915,Juvenile,U Understand,3,100
916,"Hollister, Dave",Can't Stay,3,93
917,Tamia,Can't Go For That,3,84
918,LFO,West Side Story,3,88
919,"Paisley, Brad",Me Neither,3,90
920,"Carter, Torrey",Take That,3,86
921,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3,92
922,Madison Avenue,Don't Call Me Baby,3,93
923,Eve,Got It All,3,88
924,Limp Bizkit,Re-Arranged,3,90
925,"Spencer, Tracie",Still In My Heart,3,98
926,Nu Flavor,3 Little Words,3,89
927,Tamar,If You Don't Wanna Love Me,3,92
928,"Levert, Gerald",Baby U Are,3,92
929,"Hart, Beth",L.A. Song,3,98
930,"Diffie, Joe",The Quittin' Kind,3,100
931,Funkmaster Flex,Do You,3,95
932,"Price, Kelly",Love Sets You Free,3,98
933,En Vogue,Riddle,3,97
934,"Herndon, Ty",No Mercy,3,99
935,Anastacia,I'm Outta Love,3,101
936,Trina,Pull Over,3,96
937,Lil' Mo,Ta Da,3,97
938,A*Teens,Dancing Queen,3,96
939,"Sheist, Shade",Where I Wanna Be,3,99
940,De La Soul,All Good?,3,100
941,"Larrieux, Amel",Get Up,3,97
942,"Braxton, Toni",Spanish Guitar,3,98
943,Tuesday,I Know,3,101
944,LL Cool J,Imagine That,3,101
945,Master P,Souljas,3,101
946,Ghostface Killah,Cherchez LaGhost,3,101
947,"Smith, Will",Freakin' It,3,99
948,Zombie Nation,Kernkraft 400,3,101
949,"Eastsidaz, The",Got Beef,3,101
950,Fragma,Toca's Miracle,3,101
951,Destiny's Child,Independent Women Part I,4,33
952,Santana,"Maria, Maria",4,5
953,Savage Garden,I Knew I Loved You,4,31
954,Madonna,Music,4,14
955,"Aguilera, Christina",Come On Over Baby (All I Want Is You),4,29
956,Janet,Doesn't Really Matter,4,30
957,Destiny's Child,Say My Name,4,38
958,"Iglesias, Enrique",Be With You,4,23
959,Sisqo,Incomplete,4,61
960,Lonestar,Amazed,4,39
961,N'Sync,It's Gonna Be Me,4,39
962,"Aguilera, Christina",What A Girl Wants,4,18
963,Vertical Horizon,Everything You Want,4,46
964,Creed,With Arms Wide Open,4,74
965,Aaliyah,Try Again,4,28
966,matchbox twenty,Bent,4,24
967,"Carey, Mariah",Thank God I Found You,4,50
968,"Hill, Faith",Breathe,4,51
969,Mya,Case Of The Ex (Whatcha Gonna Do),4,47
970,Dream,He Loves U Not,4,59
971,"Braxton, Toni",He Wasn't Man Enough,4,39
972,"Anthony, Marc",You Sang To Me,4,43
973,98¡,Give Me Just One Night (Una Noche),4,26
974,Destiny's Child,Jumpin' Jumpin',4,62
975,3 Doors Down,Kryptonite,4,67
976,Sisqo,Thong Song,4,26
977,"Aguilera, Christina",I Turn To You,4,28
978,"Houston, Whitney",My Love Is Your Love,4,16
979,Joe,I Wanna Know,4,50
980,"Jordan, Montell",Get It On.. Tonite,4,69
981,N'Sync,Bye Bye Bye,4,14
982,Eminem,The Real Slim Shady,4,16
983,Pink,Most Girls,4,36
984,"Mumba, Samantha",Gotta Tell You,4,49
985,Blaque,Bring It All To Me,4,42
986,"Elliott, Missy ""Misdemeanor""",Hot Boyz,4,9
987,"Gray, Macy",I Try,4,36
988,N'Sync,This I Promise You,4,15
989,Ruff Endz,No More,4,17
990,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,4,25
991,Nine Days,Absolutely (Story Of A Girl),4,52
992,"Dion, Celine",That's The Way It Is,4,49
993,Blink-182,All The Small Things,4,59
994,Eiffel 65,Blue (Da Ba Dee),4,16
995,"Badu, Erkyah",Bag Lady,4,41
996,Pink,There U Go,4,11
997,Creed,Higher,4,63
998,Nelly,(Hot S**t) Country Grammar,4,76
999,Next,Wifey,4,40
1000,Kenny G,Auld Lang Syne (The Millenium Mix),4,8
1001,Sonique,It Feels So Good,4,23
1002,"Spears, Britney",Oops!.. I Did It Again,4,19
1003,"Backstreet Boys, The",Shape Of My Heart,4,15
1004,Everclear,Wonderful,4,37
1005,Ja Rule,Between Me And You,4,37
1006,"Rimes, LeAnn",I Need You,4,63
1007,Smash Mouth,Then The Morning Comes,4,46
1008,Jay-Z,I Just Wanna Love U (Give It 2 Me),4,26
1009,Jagged Edge,Let's Get Married,4,45
1010,Filter,Take A Picture,4,52
1011,"Martin, Ricky",She Bangs,4,21
1012,Mystikal,Shake Ya Ass,4,41
1013,BBMak,Back Here,4,52
1014,"Spears, Britney",From The Bottom Of My Broken Heart,4,52
1015,Third Eye Blind,Never Let You Go,4,24
1016,Red Hot Chili Peppers,Otherside,4,52
1017,Profyle,Liar,4,17
1018,Barenaked Ladies,Pinch Me,4,45
1019,Jagged Edge,He Can't Love U,4,17
1020,504 Boyz,Wobble Wobble,4,17
1021,Sting,Desert Rose,4,59
1022,Jay-Z,Big Pimpin',4,33
1023,Kid Rock,Only God Knows Why,4,39
1024,Foo Fighters,Learn To Fly,4,63
1025,"Dixie Chicks, The",Goodbye Earl,4,24
1026,Guy,Dancin',4,22
1027,Lil Bow Wow,Bounce With Me,4,24
1028,Westlife,Swear It Again,4,55
1029,Train,Meet Virginia,4,54
1030,"Thomas, Carl",I Wish,4,39
1031,Hanson,This Time Around,4,45
1032,"Simpson, Jessica",I Think I'm In Love With You,4,29
1033,Ludacris,What's Your Fantasy,4,55
1034,Lil' Zane,Callin' Me,4,40
1035,M2M,Don't Say You Love Me,4,46
1036,SoulDecision,Faded,4,64
1037,"Brock, Chad",Yes!,4,61
1038,"Martin, Ricky",Shake Your Bon-Bon,4,39
1039,Vertical Horizon,You're A God,4,41
1040,Avant,Separated,4,23
1041,"Rimes, LeAnn",Big Deal,4,51
1042,IMx,Stay The Night,4,43
1043,Dr. Dre,The Next Episode,4,53
1044,"Spears, Britney",Lucky,4,26
1045,Savage Garden,Crash And Burn,4,36
1046,Kandi,Don't Think I'm Not,4,61
1047,Sammie,I Like It,4,44
1048,Goo Goo Dolls,Broadway,4,42
1049,"Moore, Mandy",I Wanna Be With You,4,50
1050,Dr. Dre,Forgot About Dre,4,36
1051,D'Angelo,Untitled (How Does It Feel),4,26
1052,"Messina, Jo Dee",That's The Way,4,54
1053,Avant,My First Love,4,43
1054,Son By Four,A Puro Dolor (Purest Of Pain),4,79
1055,Da Brat,What'Chu Like,4,54
1056,DMX,Party Up (Up In Here),4,56
1057,"Dixie Chicks, The",Cowboy Take Me Away,4,61
1058,"McGraw, Tim",My Next Thirty Years,4,52
1059,"Tritt, Travis",Best Of Intentions,4,70
1060,Alice Deejay,Better Off Alone,4,48
1061,Hoku,Another Dumb Blonde,4,34
1062,"Houston, Whitney",I Learned From The Best,4,40
1063,Counting Crows,Hanginaround,4,60
1064,Mary Mary,Shackles (Praise You),4,54
1065,"Carey, Mariah",Crybaby,4,62
1066,"McGraw, Tim",My Best Friend,4,64
1067,Sugar Ray,Falls Apart,4,40
1068,Madonna,American Pie,4,29
1069,"Jones, Donell",Where I Wanna Be,4,50
1070,"Paisley, Brad",We Danced,4,52
1071,Lonestar,What About Now,4,64
1072,"Backstreet Boys, The",The One,4,37
1073,"Keith, Toby",How Do You Like Me Now?!,4,53
1074,"Strait, George",The Best Day,4,45
1075,"Dixie Chicks, The",Without You,4,56
1076,Musiq,Just Friends (Sunny),4,55
1077,"McEntire, Reba",What Do You Say,4,71
1078,"Braxton, Toni",Just Be A Man About It,4,42
1079,"Iglesias, Enrique",Rhythm Divine,4,67
1080,"Fabian, Lara",I Will Love Again,4,61
1081,Bon Jovi,It's My Life,4,51
1082,"Evans, Sara",Born To Fly,4,57
1083,"Chesney, Kenny",I Lost It,4,58
1084,J-Shin,One Night Stand,4,74
1085,Eve,Love Is Blind,4,46
1086,Aaliyah,I Don't Wanna,4,41
1087,"Montgomery, John Michael",The Little Girl,4,56
1088,"Carter, Aaron",Aaron's Party (Come Get It),4,35
1089,"Vassar, Phil",Just Another Day In Paradise,4,67
1090,Ice Cube,You Can Do It,4,42
1091,"Wills, Mark",Back At One,4,43
1092,Lucy Pearl,Dance Tonight,4,59
1093,"Jackson, Alan",It Must Be Love,4,63
1094,"Griggs, Andy",She's More,4,67
1095,No Doubt,Simple Kind Of Life,4,38
1096,"Jean, Wyclef",911,4,61
1097,Rascal Flatts,Prayin' For Daylight,4,68
1098,Vitamin C,Graduation (Friends Forever),4,54
1099,"Gilman, Billy",One Voice,4,72
1100,Lonestar,Smile,4,80
1101,"Rogers, Kenny",Buy Me A Rose,4,65
1102,"Lawrence, Tracy",Lessons Learned,4,61
1103,"Strait, George",Go On,4,56
1104,Sisqo,Got To Get It,4,58
1105,Baha Men,Who Let The Dogs Out,4,76
1106,"Walker, Clay",The Chain Of Love,4,57
1107,"McBride, Martina",Love's The Only House,4,58
1108,Amber,Sexual (Li Da Di),4,96
1109,"Tippin, Aaron",Kiss This,4,53
1110,SheDaisy,I Will.. But,4,61
1111,"Raye, Collin",Couldn't Last A Moment,4,73
1112,Black Rob,Whoa!,4,52
1113,"Jackson, Alan",Pop A Top,4,64
1114,"Black, Clint",Been There,4,58
1115,Common,The Light,4,49
1116,"Vassar, Phil",Carlene,4,64
1117,"Jackson, Alan",www.memory,4,54
1118,Vitamin C,The Itch,4,52
1119,"Eastsidaz, The",G'D Up,4,64
1120,Ideal,Whatever,4,73
1121,"Thomas, Carl",Emotional,4,58
1122,Ginuwine,None Of Ur Friends Business,4,71
1123,"Davidson, Clay",Unconditional,4,90
1124,DMX,What You Want,4,87
1125,"John, Elton",Someday Out Of The Blue,4,59
1126,Pearl Jam,Nothing As It Seems,4,89
1127,Mya,The Best Of Me,4,62
1128,"Heatherly, Eric",Flowers On The Wall,4,82
1129,Eminem,Stan,4,57
1130,"McEntire, Reba",I'll Be,4,72
1131,"Lopez, Jennifer",Feelin' Good,4,54
1132,"Urban, Keith",Your Everything,4,73
1133,TLC,Dear Lie,4,51
1134,"Gill, Vince",Feels Like Love,4,73
1135,"Houston, Whitney",Could I Have This Kiss Forever,4,67
1136,Bloodhound Gang,The Bad Touch,4,55
1137,"Williams, Robbie",Angels,4,69
1138,"Messina, Jo Dee",Because You Love Me,4,71
1139,"Keith, Toby",Country Comes To Town,4,69
1140,Beenie Man,Girls Dem Sugar,4,56
1141,"Hill, Faith",Let's Make Love,4,73
1142,Kelis,Caught Out There,4,63
1143,Jay-Z,Anything,4,55
1144,3 Doors Down,Loser,4,69
1145,Brooks & Dunn,You'll Always Be Loved By Me,4,85
1146,"Chesney, Kenny",What I Need To Do,4,72
1147,"Stone, Angie",No More Rain (In This Cloud),4,66
1148,Da Brat,That's What I'm Looking For,4,60
1149,SheDaisy,This Woman Needs,4,67
1150,Papa Roach,Last Resort,4,69
1151,"Adams, Yolanda",Open My Heart,4,69
1152,Shyne,Bad Boyz,4,90
1153,R.E.M.,The Great Beyond,4,62
1154,"Diffie, Joe",It's Always Somethin',4,63
1155,"McGraw, Tim",Some Things Never Change,4,65
1156,"Henley, Don",Taking You Home,4,73
1157,Eminem,The Way I Am,4,65
1158,Nas,You Owe Me,4,59
1159,Sister Hazel,Change Your Mind,4,59
1160,Puff Daddy,Best Friend,4,79
1161,"McBride, Martina",There You Are,4,75
1162,Usher,Pop Ya Collar,4,60
1163,Lil' Kim,No Matter What They Say,4,60
1164,LFO,I Don't Wanna Kiss You Goodnight,4,73
1165,SheDaisy,Deck The Halls,4,101
1166,Splender,I Think God Can Explain,4,62
1167,"Simpson, Jessica",Where You Are,4,62
1168,M2M,Mirror Mirror,4,91
1169,Kumbia Kings,U Don't Love Me,4,67
1170,Joe,Treat Her Like A Lady,4,63
1171,"Blige, Mary J.",Deep Inside,4,75
1172,"Price, Kelly",You Should've Told Me,4,87
1173,Changing Faces,That Other Woman,4,66
1174,"Wright, Chely",It Was,4,72
1175,Limp Bizkit,Rollin',4,66
1176,Hot Boys,I Need A Hot Girl,4,65
1177,Jay-Z,Do It Again (Put Ya Hands Up),4,65
1178,"Adkins, Trace",More,4,73
1179,"Dixie Chicks, The",Cold Day In July,4,72
1180,"Price, Kelly",As We Lay,4,64
1181,DMX,What's My Name,4,69
1182,"Martin, Ricky",Private Emotion,4,78
1183,Nine Days,If I Am,4,94
1184,"Blige, Mary J.",Give Me You,4,76
1185,Red Hot Chili Peppers,Californication,4,77
1186,Third Eye Blind,Deep Inside Of You,4,70
1187,"Brooks, Garth",Do What You Gotta Do,4,70
1188,"Offspring, The",Original Prankster,4,70
1189,"Anthony, Marc",My Baby You,4,70
1190,"Houston, Whitney","Same Script, Different Cast",4,71
1191,D'Angelo,Left & Right,4,70
1192,"Kravitz, Lenny",I Belong To You,4,71
1193,"Loveless, Patty",That's The Kind Of Mood I'm In,4,93
